#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
NODE_5688_length_414_cov_8.584570_1	3750.XP_008384013.1	1.48E-19	90.1	"COG2801@1|root,KOG0017@2759|Eukaryota,37UEI@33090|Viridiplantae"	33090|Viridiplantae	L	8-hydroxy-dADP phosphatase activity	-	-	-	-	-	-	-	-	-	-	-	-	Retrotrans_gag
NODE_5693_length_414_cov_1.074184_1	218851.Aquca_014_00803.1	3.17E-26	108	"28KU8@1|root,2QTAG@2759|Eukaryota,37JFX@33090|Viridiplantae,3GCEP@35493|Streptophyta"	35493|Streptophyta	S	plant-type cell wall cellulose biosynthetic process	-	"GO:0000271,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0005975,GO:0005976,GO:0006073,GO:0006109,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009250,GO:0009664,GO:0009832,GO:0009889,GO:0009987,GO:0010383,GO:0010556,GO:0010675,GO:0010962,GO:0010981,GO:0012505,GO:0016043,GO:0016051,GO:0019222,GO:0030243,GO:0030244,GO:0030312,GO:0031323,GO:0031326,GO:0031410,GO:0031982,GO:0031984,GO:0032881,GO:0032885,GO:0032950,GO:0032951,GO:0033692,GO:0034637,GO:0034645,GO:0042546,GO:0042802,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043255,GO:0044036,GO:0044038,GO:0044042,GO:0044085,GO:0044087,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045229,GO:0050789,GO:0050794,GO:0051128,GO:0051273,GO:0051274,GO:0052324,GO:0052541,GO:0060255,GO:0065007,GO:0070589,GO:0070592,GO:0071554,GO:0071555,GO:0071669,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0097708,GO:0098791,GO:1901576,GO:1903338,GO:2000112,GO:2001006,GO:2001009"	-	-	-	-	-	-	-	-	-	-	STELLO
NODE_5694_length_414_cov_1.041543_1	218851.Aquca_049_00016.1	2.04E-50	176	"2CM8R@1|root,2QPMW@2759|Eukaryota,38A3V@33090|Viridiplantae,3GXG7@35493|Streptophyta"	35493|Streptophyta	S	Indole-3-acetic acid-amido synthetase	-	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009526,GO:0009536,GO:0009941,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464"	-	ko:K14487	"ko04075,map04075"	-	-	-	"ko00000,ko00001"	-	-	-	GH3
NODE_5715_length_414_cov_0.664688_1	3659.XP_004142581.1	2.14E-58	196	"28PWY@1|root,2QWJJ@2759|Eukaryota,37NQA@33090|Viridiplantae,3G8IQ@35493|Streptophyta,4JGEH@91835|fabids"	35493|Streptophyta	S	source UniProtKB	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4216,DUF4218,Transpos_assoc,Transposase_21"
NODE_5718_length_414_cov_0.608309_1	218851.Aquca_040_00075.1	1.28E-55	191	"28PWY@1|root,2QWJJ@2759|Eukaryota,37NQA@33090|Viridiplantae,3G8IQ@35493|Streptophyta"	35493|Streptophyta	S	source UniProtKB	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4216,DUF4218,Transpos_assoc,Transposase_21"
NODE_5747_length_413_cov_0.654762_1	161934.XP_010667377.1	7.20E-16	80.1	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TEA@33090|Viridiplantae"	33090|Viridiplantae	T	"ATPase activity, coupled to transmembrane movement of substances"	-	-	-	ko:K08504	"ko04130,map04130"	-	-	-	"ko00000,ko00001,ko04131"	-	-	-	"DUF4283,RVT_1,zf-RVT"
NODE_5749_length_413_cov_0.648810_1	161934.XP_010684144.1	7.46E-41	151	"COG2801@1|root,KOG0017@2759|Eukaryota,37R6P@33090|Viridiplantae,3G8BW@35493|Streptophyta"	35493|Streptophyta	E	Uncharacterized protein K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_5759_length_412_cov_1.041791_1	218851.Aquca_076_00118.1	3.64E-20	90.1	"COG5224@1|root,KOG1561@2759|Eukaryota,37USF@33090|Viridiplantae,3GF0W@35493|Streptophyta"	35493|Streptophyta	K	Nuclear transcription factor Y subunit	-	"GO:0000003,GO:0001101,GO:0003006,GO:0003674,GO:0003700,GO:0006355,GO:0006950,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0009314,GO:0009414,GO:0009415,GO:0009416,GO:0009628,GO:0009637,GO:0009719,GO:0009725,GO:0009737,GO:0009738,GO:0009755,GO:0009785,GO:0009790,GO:0009791,GO:0009793,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010033,GO:0010035,GO:0010154,GO:0010262,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0022414,GO:0023052,GO:0030522,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0032870,GO:0033993,GO:0042221,GO:0045892,GO:0045934,GO:0048316,GO:0048519,GO:0048523,GO:0048608,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0060255,GO:0061458,GO:0065007,GO:0070887,GO:0071214,GO:0071215,GO:0071229,GO:0071310,GO:0071396,GO:0071478,GO:0071482,GO:0071483,GO:0071495,GO:0080090,GO:0097305,GO:0097306,GO:0104004,GO:0140110,GO:1901700,GO:1901701,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141"	-	ko:K08064	"ko04612,ko05152,map04612,map05152"	-	-	-	"ko00000,ko00001,ko03000"	-	-	-	CBFB_NFYA
NODE_5769_length_412_cov_0.811940_1	218851.Aquca_007_00476.1	1.62E-42	153	"COG2124@1|root,KOG0156@2759|Eukaryota,37NY9@33090|Viridiplantae"	33090|Viridiplantae	Q	cytochrome P450	-	-	-	-	-	-	-	-	-	-	-	-	p450
NODE_5782_length_412_cov_0.600000_1	57918.XP_004289266.1	1.20E-09	62	"2CMNZ@1|root,2QR4C@2759|Eukaryota,37R7C@33090|Viridiplantae,3GEJS@35493|Streptophyta,4JNQN@91835|fabids"	35493|Streptophyta	S	Protein FAR1-RELATED SEQUENCE 5-like	-	-	-	-	-	-	-	-	-	-	-	-	"FAR1,MULE,SWIM"
NODE_5835_length_410_cov_0.675676_1	4565.Traes_2BS_477267B15.3	1.81E-33	129	"COG2801@1|root,KOG0017@2759|Eukaryota,37NRU@33090|Viridiplantae,3GGV0@35493|Streptophyta,3M4R8@4447|Liliopsida,3IK9Z@38820|Poales"	35493|Streptophyta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	"RVP_2,RVT_1,Retrotrans_gag,rve"
NODE_5850_length_409_cov_0.879518_1	218851.Aquca_006_00259.1	3.25E-51	181	"COG5021@1|root,KOG0168@2759|Eukaryota,KOG0170@2759|Eukaryota,37IGM@33090|Viridiplantae,3GAK1@35493|Streptophyta"	35493|Streptophyta	O	E3 ubiquitin-protein ligase	-	"GO:0000902,GO:0000904,GO:0003674,GO:0003824,GO:0004842,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006464,GO:0006725,GO:0006807,GO:0007049,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009653,GO:0009888,GO:0009987,GO:0010026,GO:0010090,GO:0010091,GO:0016020,GO:0016043,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0022402,GO:0030154,GO:0032446,GO:0032502,GO:0032989,GO:0034641,GO:0034645,GO:0036211,GO:0042023,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0044786,GO:0046483,GO:0048468,GO:0048856,GO:0048869,GO:0061630,GO:0061659,GO:0070647,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0090558,GO:0090626,GO:0140096,GO:1901360,GO:1901564,GO:1901576"	2.3.2.26	ko:K10590	"ko04120,map04120"	-	-	-	"ko00000,ko00001,ko01000,ko04121"	-	-	-	HECT
NODE_5851_length_409_cov_0.879518_1	90675.XP_010431573.1	3.44E-22	98.6	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TEA@33090|Viridiplantae,3GA49@35493|Streptophyta,3I13X@3699|Brassicales"	35493|Streptophyta	S	Ribonuclease H protein	-	-	-	ko:K08504	"ko04130,map04130"	-	-	-	"ko00000,ko00001,ko04131"	-	-	-	"DUF4283,RVT_1,zf-RVT"
NODE_5864_length_409_cov_0.650602_1	4555.Si012162m	6.43E-35	133	"COG0507@1|root,KOG0987@2759|Eukaryota,37Q72@33090|Viridiplantae,3GCCF@35493|Streptophyta,3M3EP@4447|Liliopsida,3ITHE@38820|Poales"	35493|Streptophyta	D	Belongs to the helicase family	-	-	3.6.4.12	ko:K15255	-	-	-	-	"ko00000,ko01000,ko03029,ko03032"	-	-	-	"Helitron_like_N,Herpes_Helicase,PIF1"
NODE_5879_length_408_cov_1.135952_1	3694.POPTR_0010s00200.1	2.49E-32	127	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TIF@33090|Viridiplantae,3G9IZ@35493|Streptophyta,4JJZN@91835|fabids"	35493|Streptophyta	S	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4283,RVT_1,RVT_3,zf-RVT"
NODE_5890_length_408_cov_0.731118_1	2711.XP_006473167.1	1.11E-21	92.4	"28J40@1|root,2RY8C@2759|Eukaryota,37U69@33090|Viridiplantae,3GIE6@35493|Streptophyta"	35493|Streptophyta	S	ZF-HD protein dimerisation region	-	-	-	-	-	-	-	-	-	-	-	-	ZF-HD_dimer
NODE_5894_length_408_cov_0.649547_1	161934.XP_010682303.1	7.08E-27	109	"KOG1075@1|root,KOG1075@2759|Eukaryota"	161934.XP_010682303.1|-	E	Ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_5896_length_408_cov_0.646526_1	218851.Aquca_046_00033.1	1.22E-31	122	"KOG1075@1|root,KOG1075@2759|Eukaryota,37WW1@33090|Viridiplantae,3GM8X@35493|Streptophyta"	35493|Streptophyta	S	Domain of unknown function (DUF4283)	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4283,zf-CCHC_4"
NODE_5902_length_408_cov_0.462236_1	218851.Aquca_057_00115.1	2.22E-15	79	"KOG4658@1|root,KOG4658@2759|Eukaryota,37SUS@33090|Viridiplantae,3GHEQ@35493|Streptophyta"	35493|Streptophyta	T	Disease resistance protein	-	"GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006952,GO:0007154,GO:0007165,GO:0008150,GO:0009987,GO:0016020,GO:0023052,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071944"	-	-	-	-	-	-	-	-	-	-	"LRR_8,NB-ARC"
NODE_5908_length_407_cov_1.278788_1	15368.BRADI2G15430.1	1.80E-05	50.1	"KOG1075@1|root,KOG1075@2759|Eukaryota"	2759|Eukaryota	E	Ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	zf-RVT
NODE_5933_length_407_cov_0.639394_1	218851.Aquca_025_00291.1	6.24E-07	54.7	"KOG1075@1|root,KOG1075@2759|Eukaryota,37WW1@33090|Viridiplantae,3GM8X@35493|Streptophyta"	35493|Streptophyta	S	Domain of unknown function (DUF4283)	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4283,zf-CCHC_4"
NODE_5938_length_407_cov_0.554545_1	3750.XP_008340288.1	7.98E-23	99	"KOG1075@1|root,KOG1075@2759|Eukaryota"	2759|Eukaryota	E	Ribonuclease H protein	-	-	-	ko:K03549	-	-	-	-	"ko00000,ko02000"	2.A.72	-	-	"RVT_1,RVT_3,zf-RVT"
NODE_5940_length_407_cov_0.412121_1	218851.Aquca_001_00753.1	3.34E-12	68.9	"2EIZV@1|root,2SPA0@2759|Eukaryota,37ZX8@33090|Viridiplantae,3GPYH@35493|Streptophyta"	35493|Streptophyta	S	Domain of unknown function (DUF4216)	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4216,DUF4218"
NODE_5941_length_407_cov_0.409091_1	3641.EOY25451	3.20E-14	75.5	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TIF@33090|Viridiplantae,3G9IZ@35493|Streptophyta"	35493|Streptophyta	L	ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,zf-RVT"
NODE_5943_length_406_cov_1.218845_1	4432.XP_010252790.1	4.36E-32	125	"COG5021@1|root,KOG0939@2759|Eukaryota,37K9G@33090|Viridiplantae,3G8BM@35493|Streptophyta"	35493|Streptophyta	O	E3 ubiquitin-protein ligase	UPL1	"GO:0000151,GO:0003674,GO:0003824,GO:0004842,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005829,GO:0005911,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009506,GO:0009987,GO:0016020,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0030054,GO:0032446,GO:0032991,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0055044,GO:0061630,GO:0061659,GO:0070647,GO:0071704,GO:0140096,GO:1901564,GO:1902494,GO:1990234"	2.3.2.26	ko:K10592	"ko04120,map04120"	-	-	-	"ko00000,ko00001,ko01000,ko04121"	-	-	-	"DUF4414,DUF908,DUF913,HECT,UBA"
NODE_5949_length_406_cov_0.987842_1	90675.XP_010468391.1	3.05E-44	161	"KOG1075@1|root,KOG1075@2759|Eukaryota,37Q53@33090|Viridiplantae,3GHAQ@35493|Streptophyta"	35493|Streptophyta	KL	ribonuclease H protein At1g65750	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4283,RVT_1,RVT_3,zf-RVT"
NODE_5953_length_406_cov_0.887538_1	218851.Aquca_032_00020.1	4.26E-59	198	"COG0571@1|root,COG5140@1|root,KOG0701@2759|Eukaryota,KOG1816@2759|Eukaryota,37Q0Q@33090|Viridiplantae,3GC3R@35493|Streptophyta"	35493|Streptophyta	AO	Ubiquitin fusion degradation UFD1 family protein	-	"GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0019538,GO:0019941,GO:0030163,GO:0043170,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0051603,GO:0071704,GO:1901564,GO:1901565,GO:1901575"	-	-	-	-	-	-	-	-	-	-	UFD1
NODE_5998_length_405_cov_0.490854_1	3694.POPTR_0006s17220.1	3.45E-07	55.1	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TEA@33090|Viridiplantae"	33090|Viridiplantae	T	"ATPase activity, coupled to transmembrane movement of substances"	-	-	3.1.1.11	ko:K01051	"ko00040,ko01100,map00040,map01100"	M00081	R02362	"RC00460,RC00461"	"ko00000,ko00001,ko00002,ko01000"	-	-	-	"DUF4283,Exo_endo_phos,RVT_1,zf-RVT"
NODE_6037_length_403_cov_0.917178_1	218851.Aquca_061_00079.1	3.14E-22	93.2	"COG0507@1|root,KOG0987@2759|Eukaryota"	2759|Eukaryota	L	G-quadruplex DNA unwinding	-	-	3.6.4.12	ko:K15255	-	-	-	-	"ko00000,ko01000,ko03029,ko03032"	-	-	-	"Helitron_like_N,Herpes_Helicase,PIF1"
NODE_6038_length_403_cov_0.895706_1	3750.XP_008357937.1	1.41E-32	127	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TIF@33090|Viridiplantae,3G9IZ@35493|Streptophyta"	35493|Streptophyta	L	ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,zf-RVT"
NODE_6042_length_403_cov_0.889571_1	218851.Aquca_004_00806.1	1.14E-47	169	"KOG4197@1|root,KOG4197@2759|Eukaryota,37NDU@33090|Viridiplantae,3G7MW@35493|Streptophyta"	35493|Streptophyta	S	Pentatricopeptide repeat-containing protein	-	"GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363"	-	-	-	-	-	-	-	-	-	-	"DYW_deaminase,PPR,PPR_2"
NODE_6049_length_403_cov_0.730061_1	218851.Aquca_008_00201.1	4.64E-42	151	"KOG4197@1|root,KOG4197@2759|Eukaryota,37YH6@33090|Viridiplantae,3GNZF@35493|Streptophyta"	2759|Eukaryota	S	PPR repeat family	-	"GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363"	-	-	-	-	-	-	-	-	-	-	"PPR,PPR_2"
NODE_6064_length_403_cov_0.380368_1	218851.Aquca_019_00146.1	8.51E-28	109	"KOG1075@1|root,KOG1075@2759|Eukaryota"	2759|Eukaryota	E	Ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4283,zf-CCHC_4"
NODE_6067_length_402_cov_1.400000_1	4432.XP_010259844.1	2.94E-13	72.4	"28NTE@1|root,2QVDF@2759|Eukaryota,37HI3@33090|Viridiplantae,3GHB8@35493|Streptophyta"	35493|Streptophyta	S	Syntaxin t-SNARE family protein	-	-	-	-	-	-	-	-	-	-	-	-	Syntaxin-6_N
NODE_6081_length_402_cov_0.870769_1	218851.Aquca_003_00377.1	7.55E-19	87.4	"KOG1075@1|root,KOG1075@2759|Eukaryota,37W7C@33090|Viridiplantae,3GKCZ@35493|Streptophyta"	35493|Streptophyta	K	Domain of unknown function (DUF4283)	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4283,zf-CCHC_4"
NODE_6086_length_402_cov_0.787692_1	37682.EMT12132	2.15E-46	167	"COG0513@1|root,COG2801@1|root,KOG2072@1|root,KOG0017@2759|Eukaryota,KOG0342@2759|Eukaryota,KOG2072@2759|Eukaryota,37Q3Y@33090|Viridiplantae,3GCXB@35493|Streptophyta,3KQFG@4447|Liliopsida,3IB7X@38820|Poales"	35493|Streptophyta	J	"RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation"	-	"GO:0001732,GO:0002181,GO:0002183,GO:0002188,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005852,GO:0005886,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043614,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0065003,GO:0071540,GO:0071541,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904"	-	ko:K03254	"ko03013,map03013"	-	-	-	"ko00000,ko00001,ko03012"	-	-	-	PCI
NODE_6091_length_402_cov_0.753846_1	4096.XP_009793136.1	6.25E-31	115	"COG2801@1|root,KOG0017@2759|Eukaryota,3816N@33090|Viridiplantae,3GR0A@35493|Streptophyta"	35493|Streptophyta	L	gag-polypeptide of LTR copia-type	-	-	-	-	-	-	-	-	-	-	-	-	Retrotran_gag_2
NODE_6101_length_402_cov_0.630769_1	57918.XP_004301938.1	6.16E-45	159	"COG2801@1|root,KOG0017@2759|Eukaryota,37U72@33090|Viridiplantae,3GI5J@35493|Streptophyta"	35493|Streptophyta	M	aspartic-type endopeptidase activity	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_2,rve"
NODE_6112_length_401_cov_1.802469_1	3641.EOY00458	3.66E-29	117	"COG2801@1|root,KOG0017@2759|Eukaryota,37Y81@33090|Viridiplantae"	33090|Viridiplantae	L	Gag-pro-like protein	-	-	-	-	-	-	-	-	-	-	-	-	Retrotrans_gag
NODE_6149_length_400_cov_1.074303_1	161934.XP_010667912.1	4.91E-52	183	"COG2801@1|root,KOG0017@2759|Eukaryota,37RIF@33090|Viridiplantae,3GBWZ@35493|Streptophyta"	35493|Streptophyta	L	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_2,Retrotran_gag_3,Retrotrans_gag,gag_pre-integrs,rve"
NODE_6154_length_400_cov_0.904025_1	102107.XP_008223644.1	2.79E-14	74.3	"COG2801@1|root,KOG0017@2759|Eukaryota,37YTR@33090|Viridiplantae"	33090|Viridiplantae	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	Retrotrans_gag
NODE_6158_length_400_cov_0.857585_1	218851.Aquca_009_00923.1	2.18E-54	179	"2C4RN@1|root,2RIEW@2759|Eukaryota,37NY2@33090|Viridiplantae,3GDFA@35493|Streptophyta"	35493|Streptophyta	K	transcription factor	PCL1	"GO:0000156,GO:0000160,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007154,GO:0007165,GO:0007275,GO:0007568,GO:0007623,GO:0008150,GO:0009653,GO:0009719,GO:0009723,GO:0009725,GO:0009735,GO:0009736,GO:0009755,GO:0009873,GO:0009888,GO:0009889,GO:0009909,GO:0009987,GO:0010015,GO:0010033,GO:0010073,GO:0010075,GO:0010082,GO:0010119,GO:0010150,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0022622,GO:0023052,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0032870,GO:0035556,GO:0040008,GO:0042221,GO:0042752,GO:0042753,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0048364,GO:0048366,GO:0048367,GO:0048507,GO:0048509,GO:0048511,GO:0048518,GO:0048580,GO:0048638,GO:0048731,GO:0048827,GO:0048831,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051171,GO:0051239,GO:0051252,GO:0051716,GO:0060089,GO:0060255,GO:0065007,GO:0070887,GO:0071310,GO:0071368,GO:0071369,GO:0071495,GO:0080050,GO:0080090,GO:0080113,GO:0090693,GO:0099402,GO:0140110,GO:1903506,GO:1905392,GO:2000026,GO:2000112,GO:2000241,GO:2000280,GO:2001141"	-	-	-	-	-	-	-	-	-	-	Myb_DNA-binding
NODE_6173_length_400_cov_0.702786_1	38727.Pavir.Ga02093.1.p	1.63E-06	52.4	"KOG4197@1|root,KOG4197@2759|Eukaryota"	2759|Eukaryota	S	endonuclease activity	-	-	-	-	-	-	-	-	-	-	-	-	"PPR,PPR_1,PPR_2,PPR_3"
NODE_6255_length_398_cov_0.744548_1	4155.Migut.I00354.1.p	1.56E-58	186	"2EIZV@1|root,2SPA0@2759|Eukaryota,37ZX8@33090|Viridiplantae,3GPYH@35493|Streptophyta"	35493|Streptophyta	S	Domain of unknown function (DUF4216)	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4216,DUF4218"
NODE_6298_length_396_cov_1.373041_1	218851.Aquca_001_00445.1	3.28E-64	217	"KOG4197@1|root,KOG4197@2759|Eukaryota,37PE5@33090|Viridiplantae,3G79C@35493|Streptophyta"	35493|Streptophyta	S	Pentatricopeptide repeat-containing protein	-	-	-	ko:K02140	"ko00190,ko01100,ko04714,map00190,map01100,map04714"	M00158	-	-	"ko00000,ko00001,ko00002"	3.A.2.1	-	-	"DYW_deaminase,PPR,PPR_2,PPR_3"
NODE_6309_length_396_cov_0.821317_1	218851.Aquca_004_00723.1	2.72E-42	155	"COG0515@1|root,KOG4658@1|root,KOG1187@2759|Eukaryota,KOG4658@2759|Eukaryota"	2759|Eukaryota	S	ADP binding	-	-	-	-	-	-	-	-	-	-	-	-	"LRR_8,Pkinase_Tyr"
NODE_6332_length_394_cov_1.216981_1	218851.Aquca_086_00027.1	3.32E-36	137	"2EW0C@1|root,2SXWT@2759|Eukaryota"	2759|Eukaryota	S	MuDR family transposase	-	-	-	-	-	-	-	-	-	-	-	-	"DBD_Tnp_Mut,MULE,SWIM"
NODE_6347_length_395_cov_0.723270_1	218851.Aquca_026_00269.1	1.94E-32	125	"COG2124@1|root,KOG0156@2759|Eukaryota,37PAK@33090|Viridiplantae,3G7H0@35493|Streptophyta"	35493|Streptophyta	Q	cytochrome P450	-	"GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0008150,GO:0008152,GO:0009058,GO:0012505,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0019748,GO:0031090,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044550,GO:0055114,GO:0098827"	-	ko:K20562	-	-	-	-	"ko00000,ko00199"	-	-	-	p450
NODE_6361_length_394_cov_0.477987_1	161934.XP_010696329.1	4.98E-31	122	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TEA@33090|Viridiplantae"	33090|Viridiplantae	T	"ATPase activity, coupled to transmembrane movement of substances"	-	-	-	ko:K08504	"ko04130,map04130"	-	-	-	"ko00000,ko00001,ko04131"	-	-	-	"DUF4283,RVT_1,zf-RVT"
NODE_6363_length_394_cov_1.987382_1	218851.Aquca_115_00004.1	0.000547	45.4	"COG5082@1|root,KOG4400@2759|Eukaryota,3899B@33090|Viridiplantae,3GY9F@35493|Streptophyta"	35493|Streptophyta	O	GRF zinc finger	-	-	-	-	-	-	-	-	-	-	-	-	"zf-CCHC,zf-GRF"
NODE_6385_length_394_cov_0.681388_1	4432.XP_010265642.1	8.09E-55	183	"KOG4197@1|root,KOG4197@2759|Eukaryota,37YU0@33090|Viridiplantae,3GNE8@35493|Streptophyta"	35493|Streptophyta	S	Pentatricopeptide repeat-containing protein At3g62890-like	-	-	-	-	-	-	-	-	-	-	-	-	PPR
